"st.code","cnty.code","all.poverty","poverty.lwr.bound","med.inc","med.inc.lwr","med.inc.uppr"
"45","019",6233,2104,2288,2391,2180
"45","021",1229,54,774,730,840
"45","023",720,2167,634,581,693
"45","025",1199,36,385,367,412
"45","027",879,2438,195,266,149
"45","029",856,2365,438,520,382
"45","031",1680,390,447,469,424
"45","033",914,2483,112,106,123
"45","035",1871,506,2535,2532,2545
"45","037",412,1361,1390,1278,1485
"45","039",523,1704,429,400,477
"45","041",2645,962,1172,1193,1133
"45","043",1181,2749,1408,1392,1431
"45","045",6914,2246,1971,2146,1833
"45","047",1484,289,769,822,732
"45","049",446,1462,280,257,302
"45","051",5206,1864,1228,1459,1016
"45","053",628,1959,656,726,583
"45","055",1089,2684,1536,1581,1490
"45","057",1592,359,1475,1514,1445
"45","059",1355,142,708,753,673
"45","061",454,1499,152,150,162
"45","063",3793,1433,2384,2468,2334
"45","065",210,593,756,684,821
"45","067",951,2538,196,212,181
"45","069",770,2264,139,128,154
"45","071",708,2130,1142,1101,1188
"45","073",1298,128,824,853,838
"45","075",2670,1016,145,162,143
"45","077",2217,761,1054,1126,990
"45","079",5981,2025,1987,2170,1834
"45","081",407,1437,1176,1142,1213
"45","083",5035,1819,1379,1523,1253
"45","085",2439,886,671,703,653
"45","087",537,1784,631,641,628
"45","089",883,2376,87,91,89
"45","091",3517,1339,2395,2417,2394
"46","003",28,964,2096,2070,2153
"46","005",268,909,1966,2014,1946
"46","007",118,2699,329,306,368
"46","009",84,2308,1806,1731,1889
"46","011",423,1491,2311,2218,2374
"46","013",437,1520,2323,2204,2419
"46","015",76,2207,1735,1600,1858
"46","017",84,2317,13,8,19
"46","019",160,281,1069,963,1173
"46","021",12,2770,1999,1841,2176
"46","023",212,615,1058,998,1122
"46","025",47,1562,1812,1666,1964
"46","027",294,1096,1317,1237,1372
"46","029",284,950,2305,2167,2410
"46","031",161,308,148,167,136
"46","033",87,2344,2137,1980,2294
"46","035",235,699,1880,1730,2031
"46","037",88,2428,1298,1143,1437
"46","039",43,1452,2138,2023,2261
"46","041",153,243,383,365,413
"46","043",33,1113,1933,1766,2113
"46","045",39,1316,2568,2465,2680
"46","047",113,2696,1144,1074,1219
"46","049",28,947,1669,1517,1808
"46","051",72,2083,2298,2184,2384
"46","053",76,2173,555,524,589
"46","055",21,584,1343,1178,1483
"46","057",60,1883,2375,2282,2465
"46","059",32,1126,2130,1960,2300
"46","061",26,789,2765,2690,2822
"46","063",13,60,1929,1792,2099
"46","065",185,437,2613,2567,2699
"46","067",88,2366,1894,1815,2002
"46","069",13,71,1926,1782,2098
"46","071",109,2631,171,157,198
"46","073",28,941,1886,1722,2060
"46","075",12,2758,1476,1304,1618
"46","077",49,1631,2196,2068,2326
"46","079",110,2605,2325,2147,2458
"46","081",324,1116,1599,1518,1665
"46","083",220,627,2995,2994,3025
"46","085",95,2501,952,879,1072
"46","087",54,1730,2596,2573,2647
"46","089",38,1284,729,668,787
"46","091",54,1696,2026,1905,2165
"46","093",271,893,2437,2443,2457
"46","095",67,2039,320,288,366
"46","097",28,922,1923,1800,2079
"46","099",2042,675,2458,2520,2404
"46","101",77,2266,2352,2209,2480
"46","103",1490,284,1845,1941,1774
"46","105",45,1513,868,782,996
"46","107",25,783,2289,2134,2417
"46","109",207,562,1594,1586,1590
"46","111",32,1126,1627,1489,1763
"46","113",739,2268,41,36,49
"46","115",73,2116,1819,1683,1965
"46","117",26,832,2858,2877,2870
"46","119",9,2358,2679,2595,2781
"46","121",467,1625,46,41,53
"46","123",106,2612,942,886,1033
"46","125",83,2342,2496,2423,2564
"46","127",93,2402,2924,2891,2984
"46","129",84,2331,1122,1015,1224
"46","135",284,997,1751,1640,1856
"46","137",125,2765,175,193,170
"47","001",1158,2718,1674,1665,1691
"47","003",878,2430,1174,1096,1257
"47","005",342,1203,335,319,362
"47","007",337,1185,384,375,403
"47","009",1827,499,1726,1825,1638
"47","011",1755,443,1264,1268,1263
"47","013",890,2381,261,326,222
"47","015",222,623,1008,914,1134
"47","017",566,1892,531,535,539
"47","019",1356,185,333,396,285
"47","021",500,1671,2159,2100,2235
"47","023",322,1133,994,904,1124
"47","025",724,2144,279,327,253
"47","027",183,385,126,109,139
"47","029",973,2545,130,116,145
"47","031",889,2389,1518,1606,1436
"47","033",274,938,666,637,700
"47","035",947,2493,980,1097,909
"47","037",12811,207,1831,2015,1651
"47","039",226,673,620,559,683
"47","041",379,1299,746,713,776
"47","043",714,2128,1595,1521,1655
"47","045",732,2124,1315,1263,1339
"47","047",567,1846,2543,2481,2608
"47","049",495,1674,105,99,113
"47","051",649,2010,1359,1353,1356
"47","053",942,2520,630,719,544
"47","055",474,1586,1046,973,1131
"47","057",495,1654,452,495,420
"47","059",1176,2747,544,632,498
"47","061",344,1201,59,60,54
"47","063",1449,278,618,602,646
"47","065",5438,1905,1846,2044,1672
"47","067",191,430,43,44,48
"47","069",559,1810,413,412,436
"47","071",553,1822,497,518,503
"47","073",1098,2680,819,867,811
"47","075",442,1518,428,390,481
"47","077",529,1761,806,762,880
"47","079",647,2053,596,582,601
"47","081",459,1546,622,619,636
"47","083",154,222,842,839,905
"47","085",314,1106,1229,1102,1371
"47","087",264,869,419,434,419
"47","089",906,2459,1032,1125,951
"47","091",423,1414,144,141,155
"47","093",7721,2417,1731,1900,1566
"47","095",214,558,65,57,74
"47","097",610,1949,273,260,289
"47","099",908,2490,354,389,333
"47","101",237,713,496,545,483
"47","103",549,1766,1116,1214,1002
"47","105",680,2108,2376,2310,2446
"47","107",894,2415,820,815,875
"47","109",606,1977,374,353,417
"47","111",437,1470,562,564,561
"47","113",1963,591,1274,1312,1233
"47","115",577,1918,969,968,991
"47","117",478,1620,1231,1201,1281
"47","119",1302,125,2143,2125,2191
"47","121",240,754,367,398,358
"47","123",918,2473,617,612,634
"47","125",2580,965,2101,2312,1918
"47","127",77,2183,2050,1877,2228
"47","129",449,1526,511,465,549
"47","131",634,2051,960,1077,888
"47","133",409,1393,465,474,468
"47","135",181,436,288,258,322
"47","137",96,2476,174,159,206
"47","139",333,1183,533,482,587
"47","141",1484,263,652,672,638
"47","143",695,2147,678,654,703
"47","145",941,2515,1294,1260,1315
"47","147",897,2458,2280,2260,2295
"47","149",4160,1577,2364,2425,2339
"47","151",529,1744,147,135,166
"47","153",269,876,1387,1379,1404
"47","155",1658,365,858,952,810
"47","157",21150,814,1376,1590,1169
"47","159",281,934,1339,1331,1332
"47","161",229,691,1091,978,1196
"47","163",2860,1093,764,928,625
"47","165",1934,566,2611,2636,2628
"47","167",929,2484,2243,2139,2356
"47","169",137,72,907,820,1047
"47","171",354,1259,643,588,699
"47","173",426,1430,623,633,622
"47","175",113,2672,375,340,433
"47","177",746,2214,573,572,565
"47","179",2038,605,1289,1395,1180
"47","181",343,1170,271,245,311
"47","183",689,2146,494,510,496
"47","185",565,1873,422,427,432
"47","187",1142,2711,3050,3053,10
"47","189",1245,73,2722,2741,2734
"48","001",897,2392,1191,1220,1167
"48","003",185,386,2851,2810,2920
"48","005",1513,245,1163,1212,1090
"48","007",428,1416,1437,1368,1500
"48","009",82,2233,2638,2603,2710
"48","011",20,514,2461,2446,2499
"48","013",798,2231,2291,2319,2265
"48","015",324,1054,2635,2604,2705
"48","017",134,85,553,478,635
"48","019",278,910,2020,1913,2147
"48","021",1106,2641,2304,2225,2365
"48","023",64,1934,483,424,528
"48","025",626,1933,959,926,1022
"48","027",4562,1648,2116,2357,1890
"48","029",33189,1358,2075,2354,1820
"48","031",128,2774,2569,2467,2679
"48","033",6,1972,2748,2654,2830
"48","035",261,848,1420,1313,1514
"48","037",1752,447,1128,1071,1189
"48","039",3254,1177,2940,2960,2956
"48","041",5154,1891,1099,1197,977
"48","043",126,2724,895,827,1017
"48","045",25,789,1164,1007,1303
"48","047",230,670,55,47,64
"48","049",628,1976,1042,1067,1051
"48","051",275,894,1823,1758,1897
"48","053",602,1893,2327,2214,2421
"48","055",609,1901,1737,1707,1756
"48","057",374,1293,1676,1542,1800
"48","059",217,654,974,889,1100
"48","061",14356,326,191,298,127
"48","063",299,1083,663,661,668
"48","065",51,1626,2619,2538,2721
"48","067",570,1837,802,789,834
"48","069",148,161,1250,1216,1295
"48","071",403,1431,2981,2939,3023
"48","073",963,2500,728,786,680
"48","075",123,2712,785,752,826
"48","077",138,141,2103,1954,2268
"48","079",59,1835,852,800,957
"48","081",47,1573,1092,967,1208
"48","083",188,442,629,694,564
"48","085",6203,2077,3028,3038,3048
"48","087",57,1776,754,673,823
"48","089",325,1123,1653,1621,1692
"48","091",1124,2690,2816,2794,2854
"48","093",262,857,709,722,710
"48","095",64,1897,979,907,1091
"48","097",580,1868,2576,2557,2627
"48","099",949,2491,1713,1710,1718
"48","101",29,977,220,182,254
"48","103",45,1489,2726,2657,2799
"48","105",51,1639,1967,1805,2159
"48","107",140,109,531,556,524
"48","109",55,1750,278,247,319
"48","111",87,2336,1327,1191,1435
"48","113",48016,1834,2022,2294,1767
"48","115",235,688,1127,1046,1214
"48","117",363,1238,1074,999,1152
"48","119",102,2559,712,650,775
"48","121",6494,2142,2950,2974,2963
"48","123",339,1146,1576,1435,1702
"48","125",41,1362,468,431,511
"48","127",273,879,557,494,627
"48","129",62,1902,604,563,649
"48","131",284,967,397,352,449
"48","133",344,1209,529,543,525
"48","135",1946,472,2486,2473,2517
"48","137",42,1380,436,382,502
"48","139",1729,388,2727,2723,2769
"48","141",19084,645,887,1155,688
"48","143",804,2348,1133,1027,1233
"48","145",358,1222,430,443,428
"48","147",526,1724,1288,1253,1310
"48","149",266,830,1991,1922,2096
"48","151",58,1829,1432,1299,1555
"48","153",140,120,567,498,632
"48","155",21,549,267,241,294
"48","157",5983,2011,3033,3037,3058
"48","159",172,313,1158,1026,1284
"48","161",302,1070,1659,1531,1777
"48","163",394,1286,318,361,303
"48","165",271,860,2077,1946,2236
"48","167",4419,1607,2612,2628,2642
"48","169",120,2694,2005,1876,2145
"48","171",313,1105,2297,2104,2441
"48","173",11,2609,2936,2903,3002
"48","175",113,2650,1945,1781,2127
"48","177",368,1254,1178,1122,1229
"48","179",302,1025,1907,1817,2027
"48","181",1847,500,1936,1958,1931
"48","183",2171,731,2011,2109,1949
"48","185",449,1500,1463,1322,1588
"48","187",1507,249,2756,2767,2753
"48","189",760,2277,901,972,858
"48","191",75,2150,260,249,273
"48","193",129,19,1028,931,1154
"48","195",68,2031,2074,1907,2262
"48","197",73,2103,578,508,642
"48","199",710,2115,2370,2289,2454
"48","201",75918,2431,2397,2574,2188
"48","203",1107,2674,1856,1778,1951
"48","205",48,1555,2807,2808,2831
"48","207",131,43,443,399,495
"48","209",3093,1211,2669,2707,2664
"48","211",36,1244,2842,2793,2922
"48","213",1569,309,986,1167,842
"48","215",27584,1128,334,461,243
"48","217",741,2256,1078,1092,1081
"48","219",328,1115,2023,2083,1989
"48","221",656,2032,2480,2380,2563
"48","223",720,2213,1382,1371,1403
"48","225",517,1717,284,274,292
"48","227",532,1708,1744,1724,1753
"48","229",83,2261,181,156,213
"48","231",1760,493,1311,1323,1290
"48","233",299,1064,2164,2050,2283
"48","235",13,40,2797,2699,2856
"48","237",115,2640,2217,2105,2331
"48","239",212,574,2228,2195,2281
"48","241",611,1871,1000,897,1139
"48","243",27,887,1639,1471,1797
"48","245",5005,1817,1023,1221,846
"48","247",117,2664,571,514,623
"48","249",824,2304,1620,1608,1637
"48","251",2049,624,2509,2503,2529
"48","253",343,1130,1010,954,1098
"48","255",273,930,1373,1218,1505
"48","257",1511,282,2588,2569,2636
"48","259",318,1068,2984,2955,3022
"48","261",7,2048,726,638,814
"48","263",9,2391,1256,1187,1327
"48","265",857,2409,1388,1300,1469
"48","267",81,2233,760,698,819
"48","269",2,864,2809,2768,2858
"48","271",67,2001,807,745,912
"48","273",687,2054,985,885,1119
"48","275",80,2219,571,531,610
"48","277",908,2460,997,1065,963
"48","279",301,1092,591,587,586
"48","281",285,939,2075,1961,2211
"48","283",163,237,684,625,737
"48","285",266,896,1717,1682,1744
"48","287",211,562,2307,2175,2403
"48","289",225,601,1503,1369,1629
"48","291",1266,26,1722,1689,1754
"48","293",429,1459,603,582,630
"48","295",37,1244,2716,2650,2787
"48","297",169,301,2160,2013,2306
"48","299",286,945,1498,1393,1599
"48","301",NA,2180,2503,2331,2637
"48","303",4996,1777,1577,1747,1400
"48","305",104,2544,1090,974,1200
"48","307",152,176,834,817,898
"48","309",4601,1678,1322,1438,1215
"48","311",7,2084,2740,2649,2827
"48","313",242,745,786,714,872
"48","315",230,677,344,318,376
"48","317",67,2004,2757,2702,2814
"48","319",60,1856,1226,1103,1366
"48","321",795,2337,1088,970,1204
"48","323",1480,226,194,203,189
"48","325",651,1948,2342,2278,2393
"48","327",47,1538,212,179,239
"48","329",1531,212,2952,2938,2993
"48","331",436,1453,1125,1053,1201
"48","333",80,2215,744,682,794
"48","335",145,105,1052,937,1182
"48","337",283,953,1906,1859,1981
"48","339",5586,1885,2913,2921,2926
"48","341",320,1118,1231,1153,1322
"48","343",234,655,679,631,726
"48","345",20,467,677,598,750
"48","347",1368,147,771,903,662
"48","349",956,2521,1269,1275,1259
"48","351",270,834,794,720,889
"48","353",263,811,759,704,813
"48","355",5879,1970,2133,2326,1958
"48","357",114,2676,2751,2674,2821
"48","359",28,964,2414,2241,2544
"48","361",1317,93,1890,1835,1970
"48","363",514,1704,982,960,1029
"48","365",362,1273,1887,1923,1886
"48","367",1199,2775,2865,2863,2896
"48","369",143,127,1119,1145,1088
"48","371",244,717,1467,1365,1567
"48","373",768,2218,1059,1049,1092
"48","375",2466,889,705,795,621
"48","377",152,161,321,310,353
"48","379",163,238,1793,1836,1760
"48","381",1218,14,2818,2838,2825
"48","383",41,1448,2777,2674,2846
"48","385",61,1876,607,618,598
"48","387",246,790,331,305,372
"48","389",278,866,783,755,815
"48","391",121,2746,1338,1182,1475
"48","393",6,1972,2890,2858,2952
"48","395",309,1034,1284,1211,1334
"48","397",594,1927,3019,3018,3050
"48","399",184,387,749,689,796
"48","401",805,2284,1648,1651,1647
"48","403",195,475,451,407,504
"48","405",199,483,230,190,260
"48","407",500,1628,1268,1128,1401
"48","409",1045,2572,2210,2245,2187
"48","411",105,2575,683,616,748
"48","413",42,1397,2051,1886,2219
"48","415",221,587,2537,2425,2646
"48","417",43,1421,2459,2336,2559
"48","419",554,1820,456,462,459
"48","421",40,1369,1939,1810,2100
"48","423",3890,1475,1531,1584,1481
"48","425",103,2558,2185,2067,2307
"48","427",2198,721,39,34,42
"48","429",180,413,1386,1262,1495
"48","431",15,197,2677,2583,2785
"48","433",21,536,1224,1095,1364
"48","435",52,1646,2703,2616,2794
"48","437",144,145,633,557,707
"48","439",29153,1195,2604,2725,2498
"48","441",2078,660,1557,1654,1467
"48","443",16,300,818,747,938
"48","445",246,733,761,690,829
"48","447",22,613,1335,1232,1421
"48","449",656,2064,959,967,965
"48","451",1739,384,1520,1500,1548
"48","453",18895,657,2753,2821,2683
"48","455",280,906,535,547,530
"48","457",373,1252,934,857,1048
"48","459",581,1792,1638,1575,1693
"48","461",48,1590,2507,2369,2625
"48","463",585,1825,675,630,724
"48","465",1045,2607,1068,1014,1121
"48","467",829,2332,1309,1327,1287
"48","469",1413,216,2107,2078,2169
"48","471",1376,188,874,892,892
"48","473",687,2033,2067,1987,2173
"48","475",160,259,2330,2171,2455
"48","477",489,1621,2460,2487,2454
"48","479",8510,2522,676,825,535
"48","481",684,2072,1386,1346,1429
"48","483",68,2013,2268,2136,2381
"48","485",2321,835,1310,1396,1225
"48","487",200,482,810,754,908
"48","489",720,2157,90,83,104
"48","491",3789,1447,2934,2958,2944
"48","493",502,1655,2790,2774,2795
"48","495",104,2559,2482,2359,2574
"48","497",604,1867,2682,2659,2727
"48","499",634,1962,1220,1215,1244
"48","501",93,2412,2713,2624,2804
"48","503",296,1005,1126,1022,1228
"48","505",465,1594,256,224,288
"48","507",367,1232,32,25,40
"49","001",62,1906,2090,1992,2209
"49","003",594,1975,2531,2506,2561
"49","005",1630,374,2186,2370,2016
"49","007",317,1112,1746,1662,1826
"49","009",8,2343,2317,2114,2460
"49","011",2360,810,2908,2926,2918
"49","013",232,750,2767,2772,2762
"49","015",136,85,1976,2016,1966
"49","017",58,1845,1570,1447,1673
"49","019",140,132,1302,1200,1380
"49","021",1027,2648,1334,1232,1420
"49","023",118,2707,2464,2431,2514
"49","025",82,2276,1854,1764,1956
"49","027",160,250,2276,2227,2327
"49","029",48,1568,3007,2991,3055
"49","031",27,858,657,578,731
"49","033",23,696,2552,2427,2671
"49","035",12838,211,2786,2831,2718
"49","037",436,1537,948,871,1074
"49","039",445,1497,1441,1352,1545
"49","041",247,742,1873,1869,1892
"49","043",265,925,3042,3042,3072
"49","045",495,1616,2808,2775,2852
"49","047",351,1209,2829,2818,2874
"49","049",6947,2263,2723,2802,2645
"49","051",195,462,2823,2803,2873
"49","053",1933,515,2028,2049,2036
"49","055",38,1247,1184,1147,1227
"49","057",2932,1119,2656,2738,2599
"50","001",326,1099,2647,2696,2639
"50","003",503,1662,1445,1484,1432
"50","005",413,1401,1489,1576,1411
"50","007",1662,424,2759,2781,2745
"50","009",119,2750,439,408,486
"50","011",436,1396,2651,2664,2672
"50","013",63,1890,2687,2632,2770
"50","015",307,1050,1920,1893,1978
"50","017",359,1260,2318,2372,2251
"50","019",423,1456,1157,1246,1050
"50","021",777,2267,1477,1503,1463
"50","023",622,1966,2630,2648,2652
"50","025",547,1804,1968,1978,1987
"50","027",665,2060,2166,2233,2115
"51","001",631,1959,720,724,730
"51","003",898,2448,2856,2848,2891
"51","005",245,823,1545,1399,1670
"51","007",163,297,2187,2032,2341
"51","009",417,1384,1374,1284,1458
"51","011",229,690,1420,1309,1521
"51","013",1911,561,7,4,12
"51","015",697,2081,2598,2663,2538
"51","017",51,1653,1360,1206,1488
"51","019",716,2106,2483,2499,2492
"51","021",83,2276,1205,1086,1338
"51","023",254,837,2803,2750,2853
"51","025",320,1108,612,575,656
"51","027",509,1656,180,184,178
"51","029",337,1166,757,712,800
"51","031",788,2291,1670,1676,1680
"51","033",320,1062,2522,2430,2598
"51","035",499,1629,732,748,727
"51","036",91,2433,1982,1833,2156
"51","037",249,802,503,502,518
"51","041",2705,969,2931,2952,2947
"51","043",116,2668,2902,2869,2962
"51","045",64,1938,1661,1493,1815
"51","047",521,1697,2779,2728,2823
"51","049",186,429,1062,941,1191
"51","051",316,1062,183,176,196
"51","053",331,1134,2238,2208,2285
"51","057",159,231,1837,1831,1862
"51","059",7513,2318,10,5,14
"51","061",498,1644,3034,3035,3063
"51","063",217,593,1306,1247,1345
"51","065",194,445,2811,2765,2861
"51","067",892,2478,1762,1687,1812
"51","069",623,1926,2828,2828,2863
"51","071",225,669,1601,1554,1636
"51","073",353,1189,2640,2618,2702
"51","075",156,203,3027,3019,3060
"51","077",296,1047,170,165,179
"51","079",181,366,2749,2701,2807
"51","081",216,556,518,455,571
"51","083",618,1949,790,796,785
"51","085",614,1942,3004,3007,3034
"51","087",3498,1336,2782,2813,2738
"51","089",1055,2636,370,405,360
"51","091",32,1113,750,663,836
"51","093",363,1272,2813,2778,2859
"51","095",568,1831,2967,2950,3009
"51","097",106,2594,1635,1522,1743
"51","099",187,395,2970,2945,3016
"51","101",140,114,2812,2779,2855
"51","103",149,155,1586,1459,1702
"51","105",616,1943,149,132,171
"51","107",1407,180,11,7,17
"51","109",392,1329,2690,2666,2735
"51","111",256,824,636,642,635
"51","113",159,259,2265,2088,2407
"51","115",92,2395,2609,2524,2720
"51","117",638,2020,737,723,752
"51","119",148,154,1899,1751,2063
"51","121",2179,795,1321,1385,1258
"51","125",197,477,1816,1674,1968
"51","127",120,2687,2927,2906,2985
"51","131",255,815,554,501,604
"51","133",175,321,2153,2028,2289
"51","135",333,1136,682,606,758
"51","137",367,1262,2654,2609,2736
"51","139",399,1375,1473,1641,1324
"51","141",393,1382,376,360,411
"51","143",892,2441,1401,1417,1383
"51","145",185,373,2961,2954,2997
"51","147",482,1596,635,574,695
"51","149",342,1168,2754,2720,2797
"51","153",3191,1186,3039,3052,3061
"51","155",487,1571,1618,1591,1645
"51","157",68,1986,2791,2712,2844
"51","159",143,109,1169,1034,1300
"51","161",749,2210,2763,2771,2758
"51","163",288,973,1857,1816,1922
"51","165",890,2482,2501,2564,2450
"51","167",496,1619,615,605,639
"51","169",449,1533,498,449,548
"51","171",511,1709,1538,1507,1573
"51","173",608,1987,665,718,620
"51","175",250,750,1658,1538,1769
"51","177",1174,2772,2964,2976,2980
"51","179",795,2282,3043,3046,3068
"51","181",87,2333,1883,1729,2039
"51","183",218,592,658,585,720
"51","185",800,2296,711,678,747
"51","187",428,1457,2711,2682,2771
"51","191",773,2223,1305,1338,1270
"51","193",260,784,1834,1744,1927
"51","195",813,2299,740,840,648
"51","197",449,1529,1018,987,1076
"51","199",361,1236,3002,3006,3029
"51","510",1426,206,3026,3029,3053
"51","520",369,1260,312,278,354
"51","530",105,2562,714,644,781
"51","540",1127,20,1593,1463,1713
"51","550",2241,708,2846,2890,2834
"51","570",201,529,2245,2196,2308
"51","580",93,2412,524,458,576
"51","590",962,2507,281,320,256
"51","595",136,88,250,211,282
"51","600",186,464,3044,3047,5
"51","610",43,1403,12,6,18
"51","620",188,445,745,808,686
"51","630",429,1458,2128,1979,2282
"51","640",152,200,252,216,281
"51","650",2014,575,1782,1852,1711
"51","660",1278,135,742,729,756
"51","670",426,1417,890,950,868
"51","678",111,2597,978,875,1118
"51","680",1717,470,885,988,812
"51","683",410,1360,2928,2913,2977
"51","685",135,80,2933,2917,2983
"51","690",318,1072,94,98,100
"51","700",2908,1076,1852,1943,1784
"51","710",4972,1789,1197,1378,1036
"51","720",85,2325,159,138,183
"51","730",825,2350,223,236,219
"51","735",70,2065,3015,3000,3057
"51","740",1701,364,1260,1227,1305
"51","750",467,1622,322,303,359
"51","760",5141,1875,1152,1259,1023
"51","770",1993,580,968,1083,893
"51","775",239,702,2394,2377,2429
"51","790",379,1324,1195,1133,1285
"51","800",1166,2763,2712,2722,2737
"51","810",3788,1392,2866,2895,2865
"51","820",309,1028,1471,1510,1448
"51","830",207,523,1708,1552,1839
"51","840",357,1173,1435,1358,1508
"53","001",359,1268,1763,1592,1905
"53","003",357,1235,1380,1288,1468
"53","005",2689,1018,2632,2694,2594
"53","007",1029,2602,1925,1872,2000
"53","009",1151,2764,1728,1712,1741
"53","011",4421,1605,2747,2820,2681
"53","013",60,1860,1548,1456,1616
"53","015",2070,697,1404,1467,1342
"53","017",612,1940,2124,2115,2174
"53","019",170,357,875,832,954
"53","021",1466,246,2452,2463,2463
"53","023",31,1031,1646,1485,1790
"53","025",1450,185,2054,2149,1986
"53","027",1332,130,1287,1424,1155
"53","029",796,2310,2659,2683,2673
"53","031",418,1458,2102,2046,2193
"53","033",23075,917,2965,2995,2964
"53","035",2755,1024,2758,2800,2719
"53","037",745,2248,1820,1864,1793
"53","039",302,1019,1942,1845,2071
"53","041",1269,47,1406,1390,1419
"53","043",127,2,2007,1890,2136
"53","045",904,2479,2241,2307,2197
"53","047",942,2539,661,693,637
"53","049",360,1262,896,874,953
"53","051",286,1029,1199,1111,1312
"53","053",10643,2757,2702,2784,2626
"53","055",201,603,2435,2411,2471
"53","057",1862,544,2151,2247,2081
"53","059",142,104,2283,2136,2397
"53","061",7393,2326,2920,2953,2919
"53","063",7691,2382,2018,2201,1865
"53","065",836,2421,1355,1409,1314
"53","067",3119,1205,2743,2788,2723
"53","069",55,1733,2108,2221,2037
"53","071",868,2377,1990,2027,1988
"53","073",3184,1233,2359,2460,2280
"53","075",1156,64,1123,1056,1195
"53","077",5004,1800,1414,1549,1294
"54","001",340,1163,444,406,491
"54","003",1435,201,2551,2586,2532
"54","005",517,1723,642,615,676
"54","007",312,1052,290,272,317
"54","009",341,1167,1331,1213,1425
"54","011",2037,652,377,487,291
"54","013",162,260,187,164,210
"54","015",221,610,235,244,238
"54","017",130,2756,1124,1055,1197
"54","019",921,2461,543,678,458
"54","021",185,414,218,186,250
"54","023",195,471,1005,1100,937
"54","025",730,2242,580,542,616
"54","027",485,1668,478,432,519
"54","029",384,1294,1827,1969,1704
"54","031",210,527,998,991,1039
"54","033",941,2477,1160,1255,1045
"54","035",481,1572,1016,915,1143
"54","037",552,1781,2854,2865,2871
"54","039",3140,1190,1368,1466,1289
"54","041",321,1132,946,941,976
"54","043",521,1720,325,304,363
"54","045",697,2070,516,533,518
"54","047",698,2099,18,14,23
"54","049",992,2581,1346,1344,1337
"54","051",482,1595,1307,1184,1405
"54","053",539,1731,459,438,489
"54","055",1241,39,394,401,399
"54","057",430,1483,881,843,946
"54","059",716,2165,92,92,98
"54","061",2160,772,1356,1334,1365
"54","063",259,861,506,459,546
"54","065",224,594,1427,1306,1534
"54","067",500,1651,508,481,533
"54","069",750,2257,897,1057,795
"54","071",119,2717,702,664,739
"54","073",115,2704,1465,1332,1585
"54","075",146,134,332,334,348
"54","077",550,1780,1065,1081,1066
"54","079",563,1746,2666,2633,2725
"54","081",1316,68,913,985,864
"54","083",560,1832,625,645,614
"54","085",173,313,1642,1745,1549
"54","087",333,1180,242,237,249
"54","089",313,1039,204,268,159
"54","091",276,890,914,845,1025
"54","093",115,2660,520,513,525
"54","095",141,89,1001,929,1106
"54","097",459,1528,719,750,709
"54","099",816,2339,600,599,607
"54","101",227,612,79,80,81
"54","103",291,993,882,819,980
"54","105",117,2710,748,674,807
"54","107",1460,255,1136,1243,1005
"54","109",510,1654,339,329,362
"55","001",335,1215,1151,1205,1080
"55","003",230,679,1037,1127,964
"55","005",613,1976,1641,1636,1649
"55","007",201,529,1419,1519,1331
"55","009",2987,1153,2388,2489,2309
"55","011",137,97,2105,2207,2048
"55","013",250,909,1118,1209,1007
"55","015",289,1012,2879,2876,2912
"55","017",649,2030,2261,2288,2242
"55","019",541,1865,1526,1656,1409
"55","021",486,1647,2645,2667,2659
"55","023",229,715,1329,1298,1335
"55","025",6724,2232,2764,2809,2706
"55","027",815,2335,2406,2445,2390
"55","029",301,1084,1979,1956,2030
"55","031",589,1915,1652,1694,1611
"55","033",567,1830,2232,2235,2244
"55","035",1391,233,1818,1891,1761
"55","037",56,1765,1438,1302,1560
"55","039",969,2551,2227,2397,2064
"55","041",151,240,1063,1076,1071
"55","043",704,2177,1711,1795,1625
"55","045",317,1115,2337,2339,2344
"55","047",211,559,2125,2069,2206
"55","049",209,552,2618,2611,2675
"55","051",90,2428,811,848,802
"55","053",269,928,1805,1842,1783
"55","055",859,2410,2534,2548,2531
"55","057",327,1138,1502,1515,1502
"55","059",2508,935,2376,2393,2376
"55","061",180,407,2525,2456,2580
"55","063",1412,236,1988,2064,1942
"55","065",195,482,2235,2248,2238
"55","067",303,1100,990,936,1084
"55","069",298,1036,1896,1902,1917
"55","071",855,2414,1850,1853,1872
"55","073",1328,131,2410,2448,2399
"55","075",541,1812,1344,1454,1241
"55","077",192,509,1340,1366,1316
"55","078",129,3,546,662,480
"55","079",20518,776,1247,1501,998
"55","081",639,2021,2314,2363,2262
"55","083",388,1379,2290,2303,2275
"55","085",439,1526,1909,1919,1930
"55","087",1785,510,2660,2688,2670
"55","089",427,1460,2983,2962,3018
"55","091",86,2360,2367,2405,2358
"55","093",415,1480,2880,2899,2889
"55","095",478,1682,2255,2379,2129
"55","097",1025,2692,2222,2323,2125
"55","099",174,354,1209,1252,1183
"55","101",2496,903,2438,2537,2340
"55","103",234,742,1377,1411,1351
"55","105",2355,862,2135,2222,2082
"55","107",238,804,877,1098,729
"55","109",419,1370,2966,2969,2991
"55","111",742,2230,2036,2029,2072
"55","113",273,957,962,956,993
"55","115",454,1565,1794,1877,1723
"55","117",1016,2577,2471,2513,2451
